207,113,345,113,345,145,207,145,###
208,140,376,140,376,176,208,176,###
210,166,343,166,343,198,210,198,###
211,192,302,192,302,219,211,219,###
146,73,195,73,195,99,146,99,###
147,106,192,106,192,134,147,134,###
149,131,202,131,202,161,149,161,###
152,167,197,167,197,196,152,196,###
154,192,187,192,187,221,154,221,###
156,215,189,215,189,243,156,243,###
213,220,327,220,327,248,213,248,###
158,241,186,241,186,268,158,268,###
215,247,395,247,395,277,215,277,###
217,269,394,269,394,300,217,300,###
219,296,344,296,344,323,219,323,###
162,303,176,303,176,325,162,325,###
166,329,191,329,191,357,166,357,###
167,362,215,362,215,397,167,397,###
173,434,223,434,223,470,173,470,###
237,407,285,407,285,431,237,431,###
313,417,390,417,390,439,313,439,###
284,518,416,518,416,548,284,548,###
287,550,417,550,417,581,287,581,###
248,568,417,568,417,606,248,606,###
572,153,639,153,639,171,572,171,###
519,100,686,100,686,172,519,172,###
534,147,676,147,676,268,534,268,###
576,180,638,180,638,200,576,200,###
74,2299,172,2299,172,2340,74,2340,###
478,2290,553,2290,553,2308,478,2308,###
510,2122,556,2122,556,2149,510,2149,###
490,2167,533,2167,533,2200,490,2200,###
602,2171,637,2171,637,2204,602,2204,###
377,1709,437,1709,437,1727,377,1727,###
569,1796,601,1796,601,1838,569,1838,###
586,1770,613,1770,613,1798,586,1798,###
612,1710,657,1710,657,1728,612,1728,###
833,1770,865,1770,865,1796,833,1796,###
823,1811,856,1811,856,1840,823,1840,###
850,1704,898,1704,898,1722,850,1722,###
1075,1764,1110,1764,1110,1795,1075,1795,###
1065,1803,1101,1803,1101,1837,1065,1837,###
1092,1704,1137,1704,1137,1722,1092,1722,###
1305,1765,1341,1765,1341,1794,1305,1794,###
1303,1801,1340,1801,1340,1829,1303,1829,###
1325,1703,1377,1703,1377,1721,1325,1721,###
1545,1765,1591,1765,1591,1795,1545,1795,###
1541,1798,1589,1798,1589,1828,1541,1828,###
1564,1705,1605,1705,1605,1723,1564,1723,###
1795,1701,1843,1701,1843,1720,1795,1720,###
1793,1761,1837,1761,1837,1793,1793,1793,###
1791,1801,1832,1801,1832,1831,1791,1831,###
2039,1768,2073,1768,2073,1793,2039,1793,###
2033,1701,2078,1701,2078,1720,2033,1720,###
2039,1799,2077,1799,2077,1828,2039,1828,###
2127,1797,2163,1797,2163,1829,2127,1829,###
2264,1699,2320,1699,2320,1717,2264,1717,###
2270,1760,2303,1760,2303,1788,2270,1788,###
2279,1797,2317,1797,2317,1830,2279,1830,###
2371,1795,2408,1795,2408,1829,2371,1829,###
2496,1699,2548,1699,2548,1718,2496,1718,###
2522,1767,2543,1767,2543,1796,2522,1796,###
2525,1802,2561,1802,2561,1828,2525,1828,###
2726,1700,2801,1700,2801,1718,2726,1718,###
2756,1767,2793,1767,2793,1785,2756,1785,###
2763,1798,2799,1798,2799,1824,2763,1824,###
2961,1698,3028,1698,3028,1718,2961,1718,###
2996,1761,3033,1761,3033,1797,2996,1797,###
3011,1797,3046,1797,3046,1823,3011,1823,###
3187,1697,3273,1697,3273,1716,3187,1716,###
3232,1760,3260,1760,3260,1786,3232,1786,###
3241,1798,3276,1798,3276,1826,3241,1826,###
3429,1692,3534,1692,3534,1714,3429,1714,###
3437,1712,3538,1712,3538,1731,3437,1731,###
3407,1874,3440,1874,3440,1893,3407,1893,###
3424,1910,3472,1910,3472,1938,3424,1938,###
3207,2116,3262,2116,3262,2135,3207,2135,###
3543,1988,3571,1988,3571,2007,3543,2007,###
3565,2031,3602,2031,3602,2050,3565,2050,###
3499,2266,3586,2266,3586,2308,3499,2308,###
3671,1690,3752,1690,3752,1711,3671,1711,###
3665,1714,3789,1714,3789,1734,3665,1734,###
2945,2117,2984,2117,2984,2142,2945,2142,###
2678,2121,2712,2121,2712,2145,2678,2145,###
2839,2277,2964,2277,2964,2309,2839,2309,###
1090,2284,1165,2284,1165,2320,1090,2320,###
662,1877,719,1877,719,1917,662,1917,###
693,1992,733,1992,733,2025,693,2025,###
782,2121,827,2121,827,2163,782,2163,###
924,1879,986,1879,986,1910,924,1910,###
951,1991,989,1991,989,2024,951,2024,###
1057,2120,1093,2120,1093,2152,1057,2152,###
1169,1876,1202,1876,1202,1898,1169,1898,###
1212,1988,1259,1988,1259,2026,1212,2026,###
1327,2115,1370,2115,1370,2153,1327,2153,###
1422,1871,1461,1871,1461,1896,1422,1896,###
1472,1987,1507,1987,1507,2023,1472,2023,###
1601,2117,1646,2117,1646,2152,1601,2152,###
1675,1869,1715,1869,1715,1900,1675,1900,###
1738,1985,1783,1985,1783,2022,1738,2022,###
1923,1872,1961,1872,1961,1907,1923,1907,###
1866,2109,1912,2109,1912,2143,1866,2143,###
1993,1986,2042,1986,2042,2014,1993,2014,###
2172,1872,2217,1872,2217,1904,2172,1904,###
2140,2113,2188,2113,2188,2142,2140,2142,###
2256,1990,2289,1990,2289,2020,2256,2020,###
2421,1875,2436,1875,2436,1903,2421,1903,###
2409,2112,2463,2112,2463,2141,2409,2141,###
2512,1985,2550,1985,2550,2019,2512,2019,###
2672,1867,2723,1867,2723,1905,2672,1905,###
2771,1984,2808,1984,2808,2016,2771,2016,###
2915,1869,2950,1869,2950,1897,2915,1897,###
3031,1987,3085,1987,3085,2025,3031,2025,###
3166,1878,3213,1878,3213,1907,3166,1907,###
3296,1989,3340,1989,3340,2025,3296,2025,###
589,213,629,213,629,239,589,239,###
256,486,415,486,415,523,256,523,###
713,233,785,233,785,363,713,363,###
776,225,830,225,830,353,776,353,###
819,216,861,216,861,344,819,344,###
641,175,858,175,858,425,641,425,###
207,88,375,88,375,122,207,122,###
327,361,370,361,370,375,327,375,###
3796,672,3887,672,3887,755,3796,755,###
1307,796,2249,796,2249,928,1307,928,RESERVED
2313,777,2667,777,2667,914,2313,914,FOR
1278,994,2136,994,2136,1119,1278,1119,REGULAR
2199,974,2707,974,2707,1114,2199,1114,HIWIS
1532,1384,2061,1384,2061,1514,1532,1514,Thank
2116,1375,2468,1375,2468,1546,2116,1546,you!
