154,236,262,236,262,256,154,256,British
279,237,336,237,336,256,279,256,Red
352,236,432,236,432,256,352,256,Cross
447,237,514,237,514,262,447,262,Shop
159,410,197,410,197,414,159,414,###
160,423,197,423,197,427,160,427,###
160,458,198,458,198,463,160,463,###
201,413,227,413,227,419,201,419,###
235,417,252,417,252,422,235,422,###
224,470,247,470,247,476,224,476,###
231,401,257,401,257,413,231,413,###
221,457,250,457,250,464,221,464,###
395,409,420,409,420,415,395,415,###
508,118,527,118,527,127,508,127,###
434,431,452,431,452,436,434,436,###
434,421,452,421,452,427,434,427,###
398,456,423,456,423,479,398,479,###
384,348,410,348,410,376,384,376,###
160,415,197,415,197,421,160,421,###
