38,218,598,218,598,390,38,390,HAIR
59,41,91,41,91,66,59,66,###
249,32,275,32,275,59,249,59,###
0,101,11,101,11,125,0,125,###
57,70,90,70,90,106,57,106,###
247,68,277,68,277,107,247,107,###
253,126,266,126,266,129,253,129,###
345,12,423,12,423,34,345,34,###
343,43,366,43,366,49,343,49,###
370,40,445,40,445,52,370,52,###
342,174,366,174,366,199,342,199,###
361,199,394,199,394,240,361,240,###
341,206,377,206,377,234,341,234,###
378,266,395,266,395,275,378,275,###
352,292,386,292,386,304,352,304,###
38,368,42,368,42,369,38,369,###
38,375,42,375,42,378,38,378,###
35,382,59,382,59,392,35,392,###
43,395,63,395,63,398,43,398,###
192,365,211,365,211,369,192,369,###
193,372,208,372,208,377,193,377,###
192,378,206,378,206,384,192,384,###
192,385,221,385,221,392,192,392,###
350,269,374,269,374,285,350,285,###
99,80,128,80,128,96,99,96,###
103,52,127,52,127,60,103,60,###
194,333,203,333,203,359,194,359,###
98,101,104,101,104,110,98,110,###
343,62,370,62,370,74,343,74,###
