238,69,318,69,318,89,238,89,Town
334,67,441,67,441,89,334,89,Centre
49,147,177,147,177,170,49,170,Clacton
227,145,282,145,282,168,227,168,133
406,218,527,218,527,242,406,242,London
407,252,607,252,607,277,407,277,Chelmsford
41,218,167,218,167,247,41,247,Ipswich
38,253,83,253,83,276,38,276,Gt.
102,253,264,253,264,277,102,277,Yarmouth
27,336,173,336,173,362,27,362,Harwich
190,146,212,146,212,169,190,169,###
83,104,136,104,136,115,83,115,Leisure
147,103,193,103,193,115,147,115,World
82,121,173,121,173,134,82,134,Rollerworld
29,381,161,381,161,416,29,416,(A120)
34,291,135,291,135,325,34,325,(A12)
408,291,512,291,512,325,408,325,(A12)
