13,206,619,206,619,312,13,312,WHSmith
109,452,180,452,180,465,109,465,Summer
185,384,192,384,192,397,185,397,###
349,438,370,438,370,467,349,467,###
500,440,519,440,519,467,500,467,###
405,410,413,410,413,424,405,424,###
559,411,566,411,566,424,559,424,###
402,426,417,426,417,428,402,428,###
453,427,468,427,468,429,453,429,###
398,433,410,433,410,439,398,439,###
449,434,460,434,460,439,449,439,###
485,433,528,433,528,438,485,438,###
192,402,225,402,225,406,192,406,###
199,409,224,409,224,410,199,410,###
189,420,235,420,235,425,189,425,###
187,438,231,438,231,438,187,438,###
189,440,233,440,233,441,189,441,###
186,443,234,443,234,444,186,444,###
183,450,186,450,186,452,183,452,###
189,451,195,451,195,452,189,452,###
197,451,202,451,202,453,197,453,###
205,451,213,451,213,453,205,453,###
218,452,223,452,223,453,218,453,###
226,452,237,452,237,453,226,453,###
193,473,208,473,208,475,193,475,###
212,473,227,473,227,476,212,476,###
113,471,179,471,179,479,113,479,###
457,440,483,440,483,448,457,448,###
406,438,420,438,420,447,406,447,###
185,435,235,435,235,436,185,436,###
28,375,570,375,570,448,28,448,###
191,458,227,458,227,467,191,467,###
