55,226,428,226,428,300,55,300,Stationery
448,227,590,227,590,284,448,284,Box
88,439,95,439,95,444,88,444,###
134,432,143,432,143,439,134,439,###
310,459,329,459,329,463,310,463,###
390,460,414,460,414,466,390,466,###
50,455,69,455,69,460,50,460,###
33,440,80,440,80,445,33,445,###
33,430,57,430,57,439,33,439,###
84,436,104,436,104,438,84,438,###
83,439,87,439,87,440,83,440,###
128,432,132,432,132,433,128,433,###
156,434,163,434,163,442,156,442,###
137,461,156,461,156,463,137,463,###
136,455,149,455,149,457,136,457,###
159,457,162,457,162,459,159,459,###
302,466,346,466,346,471,302,471,###
378,468,425,468,425,473,378,473,###
578,434,601,434,601,447,578,447,###
621,465,628,465,628,468,621,468,###
143,436,150,436,150,440,143,440,###
96,443,99,443,99,445,96,445,###
90,457,100,457,100,458,90,458,###
60,433,79,433,79,436,60,436,###
219,440,224,440,224,448,219,448,###
299,448,330,448,330,456,299,456,###
378,449,428,449,428,458,378,458,###
589,449,593,449,593,455,589,455,###
