306,298,425,298,425,328,306,328,WARNING!
168,341,206,341,206,364,168,364,LOW
213,343,267,343,267,367,213,367,FLYING
274,346,310,346,310,368,274,368,AND
407,350,479,350,479,372,407,372,AIRCRAFT
180,376,231,376,231,399,180,399,BLAST
281,379,331,379,331,401,281,401,CAUSE
341,381,415,381,415,403,341,403,PHYSICAL
422,383,470,383,470,408,422,408,INJURY
238,378,274,378,274,400,238,400,CAN
317,347,401,347,401,371,317,371,DEPARTING
214,138,255,138,255,144,214,144,###
377,131,398,131,398,136,377,136,###
429,112,454,112,454,137,429,137,###
311,44,328,44,328,65,311,65,###
