70,157,276,157,276,203,70,203,ESTATE
311,165,535,165,535,209,311,209,AGENTS
254,247,439,247,439,281,254,281,SAXONS
191,380,282,380,282,398,191,398,SAXONS
293,383,381,383,381,399,293,399,ESTATE
392,385,483,385,483,400,392,400,AGENTS
155,468,176,468,176,474,155,474,###
260,470,280,470,280,475,260,475,###
123,465,135,465,135,472,123,472,###
498,433,524,433,524,438,498,438,###
400,443,421,443,421,454,400,454,###
400,461,419,461,419,478,400,478,###
348,442,372,442,372,453,348,453,###
352,460,368,460,368,478,352,478,###
254,431,280,431,280,437,254,437,###
185,465,194,465,194,473,185,473,###
148,430,176,430,176,435,148,435,###
511,387,597,387,597,400,511,400,###
