142,149,489,149,489,197,142,197,DANGER
64,212,438,212,438,257,64,257,CONSTRUCTION
467,214,567,214,567,256,467,256,SITE
116,275,190,275,190,315,116,315,Risk
211,276,243,276,243,316,211,316,of
266,276,399,276,399,317,266,317,Serious
421,277,522,277,522,323,421,323,Injury
152,334,321,334,321,376,152,376,KEEP
354,334,481,334,481,377,354,377,OUT
62,388,123,388,123,414,62,414,AND
142,390,218,390,218,415,142,415,KEEP
234,390,314,390,314,416,234,416,YOUR
333,389,481,389,481,416,333,416,CHILDREN
500,388,563,388,563,414,500,414,OUT!
62,426,95,426,95,438,62,438,###
98,431,138,431,138,437,98,437,###
142,431,144,431,144,437,142,437,###
304,70,314,70,314,126,304,126,###
